stock_code,panel_months,zero_months,units,zero_share
35815P,14,9,168,0.6429
35816B,24,21,139,0.8750
35816P,22,17,297,0.7727
35817B,24,22,143,0.9167
35817P,19,11,420,0.5789
35818B,20,12,408,0.6000
35818C,24,23,1,0.9583
35818P,19,8,557,0.4211
35819B,24,12,385,0.5000
35819P,3,0,95,0.0000
35821B,24,22,150,0.9167
35821P,24,23,2,0.9583
35822B,23,22,229,0.9565
35822P,23,22,114,0.9565
35823P,22,20,2,0.9091
35824B,24,20,528,0.8333
35824C,24,21,235,0.8750
35824P,21,19,324,0.9048
35832,24,15,1737,0.6250
35833G,24,17,134,0.7083
35833P,24,12,185,0.5000
35837,24,23,2,0.9583
35838A,24,20,180,0.8333
35838B,24,20,100,0.8333
35840,24,23,45,0.9583
35909A,22,17,20,0.7727
35909B,24,18,16,0.7500
35910A,24,15,53,0.6250
35910B,23,19,29,0.8261
35911A,24,5,388,0.2083
35911B,24,15,159,0.6250
35912B,23,11,288,0.4783
35913B,23,12,100,0.5217
35914,24,11,243,0.4583
35915A,24,23,288,0.9583
35915B,24,12,563,0.5000
35915C,24,10,662,0.4167
35916A,24,6,129,0.2500
35916B,24,8,132,0.3333
35916C,24,9,157,0.3750
35918B,24,22,10,0.9167
35920,23,16,1070,0.6957
35921,23,14,183,0.6087
35922,24,13,97,0.5417
35923,24,1,1521,0.0417
35924,24,0,2163,0.0000
35930,24,23,1,0.9583
35931,24,18,156,0.7500
35932,24,18,37,0.7500
35933,24,13,319,0.5417
35936,24,19,36,0.7917
35937,24,19,188,0.7917
35945,24,23,1,0.9583
35950,21,20,1,0.9524
35951,24,12,1352,0.5000
35953,24,12,3478,0.5000
35954,24,10,2181,0.4167
35955,24,22,135,0.9167
35957,24,12,3565,0.5000
35958,24,15,1131,0.6250
35961,24,0,11356,0.0000
35962,24,16,581,0.6667
35963,24,15,101,0.6250
35964,24,11,1104,0.4583
35965,24,1,629,0.0417
35966,24,16,255,0.6667
35967,24,6,890,0.2500
35968,24,6,761,0.2500
35969,24,13,523,0.5417
35970,21,1,7984,0.0476
35971,24,0,1957,0.0000
35972,24,3,440,0.1250
35973,24,21,49,0.8750
35974,24,23,1,0.9583
35976B,24,23,1,0.9583
35979,24,21,94,0.8750
35980B,24,22,4,0.9167
35980C,24,15,377,0.6250
35981C,24,17,589,0.7083
35991,24,15,402,0.6250
35995,24,23,5,0.9583
35999,24,23,1,0.9583
37112,24,21,10,0.8750
37326,23,21,2,0.9130
37327,24,7,1739,0.2917
37330,23,12,517,0.5217
37333,24,8,145,0.3333
37340,24,0,13625,0.0000
37342,24,5,1629,0.2083
37343,24,9,1110,0.3750
37345,24,22,321,0.9167
37348,24,20,14,0.8333
37351,24,15,5404,0.6250
37352,24,17,4643,0.7083
37370,24,2,7145,0.0833
37379A,24,18,41,0.7500
37379B,21,20,1122,0.9524
37399,24,23,143,0.9583
37408,24,23,5,0.9583
37409,23,20,7,0.8696
37410,24,19,25707,0.7917
37413,10,0,675,0.0000
37422,24,18,434,0.7500
37423,24,11,6168,0.4583
37424,24,12,5249,0.5000
37432,24,23,6,0.9583
37438,24,23,1,0.9583
37441,24,16,700,0.6667
37444A,24,5,2709,0.2083
37444B,24,11,2010,0.4583
37444C,24,9,1654,0.3750
37446,24,4,3659,0.1667
37447,24,0,2866,0.0000
37448,24,0,4512,0.0000
37449,24,2,2379,0.0833
37450,24,0,2440,0.0000
37451,22,21,1,0.9545
37461,24,11,742,0.4583
37462B,24,16,170,0.6667
37462E,23,7,106,0.3043
37464,24,11,316,0.4583
37467,24,5,273,0.2083
37468,24,16,65,0.6667
37471,24,15,1405,0.6250
37474,24,12,63,0.5000
37475,24,2,115,0.0833
37476,24,3,209,0.1250
37477B,24,18,11,0.7500
37477C,13,12,6,0.9231
37479B,23,8,1253,0.3478
37479P,18,5,170,0.2778
37481,18,17,6,0.9444
37482B,24,18,1252,0.7500
37482P,24,8,669,0.3333
37483,19,17,143,0.8947
37484,24,23,1,0.9583
37485,24,21,49,0.8750
37487B,8,7,68,0.8750
37488A,22,18,31,0.8182
37489A,24,8,46,0.3333
37489B,22,10,38,0.4545
37489C,24,15,27,0.6250
37489D,23,10,44,0.4348
37491A,24,13,18,0.5417
37491B,23,18,14,0.7826
37491C,24,17,58,0.7083
37491D,23,14,26,0.6087
37492A,24,23,108,0.9583
37492B,24,14,489,0.5833
37492C,24,18,242,0.7500
37492D,24,18,361,0.7500
37494A,24,20,241,0.8333
37495,24,0,1556,0.0000
37500,24,0,866,0.0000
37501,24,3,481,0.1250
37502,24,16,868,0.6667
37503,24,15,2465,0.6250
37506,24,15,32,0.6250
37508,24,15,89,0.6250
37509,21,13,28,0.6190
40001,24,0,2484,0.0000
40002,24,23,78,0.9583
40003,24,6,1150,0.2500
40005B,21,11,33,0.5238
40016,24,2,15435,0.0833
40018E,24,17,384,0.7083
40018F,24,14,1092,0.5833
40046A,24,8,355,0.3333
40046C,24,23,3,0.9583
44089A,22,13,40,0.5909
44089C,22,13,68,0.5909
44091A,21,17,18,0.8095
44091C,24,15,61,0.6250
44092B,17,11,15,0.6471
44092C,24,17,23,0.7083
44217M,22,21,72,0.9545
44228,13,10,48,0.7692
44230,24,14,347,0.5833
44234,24,2,1209,0.0833
44235,23,9,813,0.3913
44236,23,15,64,0.6522
44241C,23,18,70,0.7826
44242A,21,19,14,0.9048
44242B,24,17,109,0.7083
44265,24,20,8,0.8333
45008C,24,16,83,0.6667
45013,19,13,48,0.6842
45014,17,16,1,0.9412
45016,24,14,101,0.5833
46000M,24,0,2491,0.0000
46000P,24,9,213,0.3750
46000R,23,3,241,0.1304
46000S,24,0,3436,0.0000
46000U,24,3,241,0.1250
46037A,19,17,6,0.8947
46115B,19,10,286,0.5263
46118,24,4,365,0.1667
46126A,24,9,317,0.3750
46137D,23,20,45,0.8696
46138B,24,9,71,0.3750
46138D,21,20,1,0.9524
46307,24,17,51,0.7083
46775A,24,21,83,0.8750
46775B,24,23,5,0.9583
46775D,24,0,151,0.0000
46775E,24,17,101,0.7083
46776A,24,0,391,0.0000
46776B,24,0,413,0.0000
46776C,24,4,243,0.1667
46776D,24,2,136,0.0833
46776E,23,1,201,0.0435
46776F,24,0,472,0.0000
47013A,24,14,141,0.5833
47013C,24,12,147,0.5000
47016,24,20,31,0.8333
47021G,24,5,713,0.2083
47310M,24,0,711,0.0000
47341A,15,9,29,0.6000
47341B,24,15,48,0.6250
47343A,24,12,200,0.5000
47344B,24,16,54,0.6667
47347B,24,20,240,0.8333
47348A,20,11,103,0.5500
47351B,24,11,98,0.4583
47367B,24,2,242,0.0833
47369A,21,11,47,0.5238
47369B,24,13,53,0.5417
47420,24,7,357,0.2917
47421,22,2,1437,0.0909
47422,22,1,1176,0.0455
47469,23,7,1218,0.3043
47471,24,2,422,0.0833
47480,24,0,1525,0.0000
47481,24,3,326,0.1250
47502,24,14,640,0.5833
47503A,24,3,2853,0.1250
47503E,24,17,6842,0.7083
47503F,24,21,2567,0.8750
47503G,24,20,284,0.8333
47503H,24,2,159,0.0833
47503J,24,12,344,0.5000
47503K,24,17,3177,0.7083
47504E,24,13,4387,0.5417
47504F,24,21,527,0.8750
47504G,24,18,266,0.7500
47504H,24,0,927,0.0000
47504J,24,23,5,0.9583
47504K,24,0,2654,0.0000
47505,24,18,737,0.7500
47518F,24,5,912,0.2083
47552A,24,18,12,0.7500
47554,24,23,1,0.9583
47556,24,23,1,0.9583
47556B,24,10,5205,0.4167
47559B,24,0,5190,0.0000
47562,24,20,104,0.8333
47563A,24,1,319,0.0417
47563B,22,18,8,0.8182
47566,24,0,28064,0.0000
47566B,24,1,6012,0.0417
47567B,24,0,2155,0.0000
47568,24,15,2384,0.6250
47569,24,23,1,0.9583
47570,24,19,220,0.7917
47570B,24,8,981,0.3333
47574A,24,6,573,0.2500
47574B,23,12,49,0.5217
47578A,24,2,286,0.0833
47579,24,12,185,0.5000
47580,24,0,1658,0.0000
47581B,24,18,46,0.7500
47583A,23,21,71,0.9130
47583B,24,22,27,0.9167
47585A,24,0,1080,0.0000
47586A,24,8,200,0.3333
47587A,24,19,2706,0.7917
47589,24,10,183,0.4167
47590A,24,1,4747,0.0417
47590B,24,0,5735,0.0000
47591A,24,15,163,0.6250
47591B,24,9,1061,0.3750
47591C,24,15,1055,0.6250
47591D,24,0,9549,0.0000
47592A,24,14,331,0.5833
47592B,24,16,67,0.6667
47593A,24,8,304,0.3333
47593B,24,0,2134,0.0000
47594A,24,4,345,0.1667
47594B,24,0,408,0.0000
47597,24,16,322,0.6667
47598,24,17,138,0.7083
47599A,24,1,5955,0.0417
47599B,23,0,3480,0.0000
48103,24,17,35,0.7083
48111,24,0,4233,0.0000
48116,24,0,3434,0.0000
48129,24,0,3105,0.0000
48138,24,0,10002,0.0000
48173A,23,22,1,0.9565
48173C,24,0,4140,0.0000
48175,24,23,39,0.9583
48179,24,23,34,0.9583
48184,24,0,4667,0.0000
48185,24,0,6809,0.0000
48187,24,0,7272,0.0000
48188,24,0,4871,0.0000
48189,24,7,1321,0.2917
48194,24,0,7696,0.0000
48195,24,16,269,0.6667
48197,24,16,898,0.6667
51008,24,6,2604,0.2500
51012C,24,21,171,0.8750
51012L,24,23,10,0.9583
51014A,24,0,6522,0.0000
51014C,24,0,4193,0.0000
51014L,24,1,3385,0.0417
51020A,24,7,1303,0.2917
51020B,24,8,1084,0.3333
62018,24,0,9357,0.0000
62043B,20,15,54,0.7500
62074B,24,13,38,0.5417
62086A,21,9,113,0.4286
62094B,23,9,305,0.3913
62095B,22,15,292,0.6818
62096A,23,9,383,0.3913
62096B,24,11,257,0.4583
62097A,24,21,3,0.8750
62097B,18,15,11,0.8333
70006,24,2,4351,0.0833
70007,24,6,1257,0.2500
71028B,24,22,494,0.9167
71038,24,1,717,0.0417
71050,18,13,45,0.7222
71053,24,0,4752,0.0000
71101A,24,23,6,0.9583
71101E,24,4,777,0.1667
71143,24,5,349,0.2083
71215,24,16,177,0.6667
71270,24,1,367,0.0417
71279,24,1,293,0.0417
71403,24,1,176,0.0417
71406C,24,6,210,0.2500
71434B,23,21,2,0.9130
71459,24,0,32885,0.0000
71477,24,1,14609,0.0417
71495A,22,10,225,0.4545
71495B,23,9,294,0.3913
71496A,21,8,244,0.3810
71496B,20,15,15,0.7500
71510,24,12,177,0.5000
72008,24,12,3819,0.5000
72023F,24,17,640,0.7083
72024U,24,15,220,0.6250
72038P,24,17,1050,0.7083
72045D,24,21,539,0.8750
72051S,24,8,300,0.3333
72083A,22,20,24,0.9091
72084B,21,20,2,0.9524
72122,24,0,565,0.0000
72127,24,3,366,0.1250
72128,24,2,712,0.0833
72129,24,15,74,0.6250
72130,24,3,753,0.1250
72131,24,6,748,0.2500
72132,24,10,549,0.4167
72133,24,8,101,0.3333
72134,24,8,335,0.3333
72140E,24,10,218,0.4167
72140F,24,17,175,0.7083
72225C,24,4,1926,0.1667
72225D,24,19,962,0.7917
72232,24,0,6124,0.0000
72267,24,20,265,0.8333
72349B,24,0,2120,0.0000
72351A,24,0,3745,0.0000
72351B,24,0,5753,0.0000
72369A,24,11,67,0.4583
72484,24,20,1818,0.8333
72487,24,23,827,0.9583
72529W,24,18,465,0.7500
72586,24,1,2302,0.0417
72598,24,0,1196,0.0000
72606A,23,15,226,0.6522
72708,24,21,44,0.8750
72709,20,9,74,0.4500
72715,22,16,88,0.7273
72724,24,23,36,0.9583
72728,24,15,643,0.6250
72739B,24,22,394,0.9167
72739C,24,22,326,0.9167
72740A,24,22,65,0.9167
72740B,23,22,1,0.9565
72741,24,0,19610,0.0000
72750A,24,19,383,0.7917
72750B,24,13,496,0.5417
72750C,24,21,232,0.8750
72750D,24,22,110,0.9167
72751A,24,23,1,0.9583
72751B,24,23,1,0.9583
72751C,22,21,1,0.9545
72752A,24,23,1,0.9583
72752B,24,23,3,0.9583
72753A,24,22,315,0.9167
72753B,24,20,445,0.8333
72753C,24,22,43,0.9167
72753D,24,22,144,0.9167
72754A,24,21,292,0.8750
72754B,24,22,170,0.9167
72754D,24,23,1,0.9583
72755C,24,20,592,0.8333
72755D,24,20,533,0.8333
72756,24,21,4012,0.8750
72760B,24,2,1686,0.0833
72771B,24,23,117,0.9583
72771C,24,23,54,0.9583
72772,24,22,457,0.9167
72779,24,18,48,0.7500
72780,24,2,508,0.0833
72781,24,16,121,0.6667
72783,24,17,39,0.7083
72785A,24,21,8,0.8750
72785B,24,22,9,0.9167
72789,24,16,122,0.6667
72793,24,18,55,0.7500
72796A,24,20,11,0.8333
72796B,24,18,27,0.7500
72796C,23,22,1,0.9565
72798C,24,14,28,0.5833
72799A,24,17,612,0.7083
72799B,24,22,322,0.9167
72799C,24,9,412,0.3750
72799D,24,15,78,0.6250
72799E,24,1,1024,0.0417
72799F,24,3,1125,0.1250
72800A,24,18,674,0.7500
72800B,24,2,936,0.0833
72800C,24,3,611,0.1250
72800D,24,1,631,0.0417
72800E,24,0,1281,0.0000
72800F,24,12,822,0.5000
72801C,24,2,763,0.0833
72801D,24,0,645,0.0000
72801E,24,15,776,0.6250
72801F,24,22,234,0.9167
72801G,24,6,1333,0.2500
72802A,24,0,905,0.0000
72802B,24,0,1559,0.0000
72802C,24,0,2185,0.0000
72803A,24,2,724,0.0833
72803B,24,12,93,0.5000
72805,24,21,10,0.8750
72807A,24,0,933,0.0000
72807B,24,0,1085,0.0000
72807C,24,0,2043,0.0000
72811,24,11,443,0.4583
72812,24,9,103,0.3750
72814,24,17,266,0.7083
72815,24,16,282,0.6667
72816,24,10,1344,0.4167
72817,24,8,1553,0.3333
72818,24,12,2394,0.5000
72819,24,1,630,0.0417
72821,23,16,61,0.6957
75011,24,13,181,0.5417
75013B,24,11,390,0.4583
75049L,24,3,13960,0.1250
75131,24,7,1217,0.2917
75149N,24,18,272,0.7500
75172,18,11,97,0.6111
75178,22,8,496,0.3636
77079,21,16,64,0.7619
77081,24,15,242,0.6250
77101A,24,8,1082,0.3333
78026,23,21,12,0.9130
78027,23,18,6,0.7826
78033,23,12,76,0.5217
78034B,18,10,15,0.5556
78056,24,23,3,0.9583
78124,24,8,730,0.3333
79000,24,2,11973,0.0833
79026B,24,13,69,0.5417
79029,24,15,2944,0.6250
79030A,24,20,171,0.8333
79030D,24,4,1009,0.1667
79030G,24,5,1751,0.2083
79051A,24,5,885,0.2083
79062D,10,7,52,0.7000
79063C,9,2,234,0.2222
79063D,10,4,189,0.4000
79065A,24,23,4,0.9583
79066K,24,0,1394,0.0000
79067,24,11,1615,0.4583
79070B,24,23,1,0.9583
79071B,22,6,142,0.2727
79072,24,20,284,0.8333
79140,22,20,15,0.9091
79144B,24,1,340,0.0417
79144C,24,1,300,0.0417
79149B,24,15,28,0.6250
79151B,12,10,11,0.8333
79157B,22,20,4,0.9091
79157V,2,0,5,0.0000
79160,24,1,936,0.0417
79161A,21,13,51,0.6190
79163,24,4,1833,0.1667
79164,24,4,3653,0.1667
79172D,21,17,24,0.8095
79190A,24,0,751,0.0000
79190B,24,0,1440,0.0000
79190D,24,0,626,0.0000
79191B,24,1,465,0.0417
79191C,24,0,1583,0.0000
79191D,24,5,134,0.2083
79192A,24,11,114,0.4583
79301,23,22,1,0.9565
79302M,24,1,598,0.0417
79303A,23,22,2,0.9565
79303B,24,18,109,0.7500
79303D,24,18,78,0.7500
79308B,18,17,144,0.9444
79315W,24,17,199,0.7083
79320,24,14,904,0.5833
79321,24,0,15379,0.0000
79323B,24,17,242,0.7083
79323G,24,19,314,0.7917
79323GR,24,19,532,0.7917
79323LP,24,17,1433,0.7083
79323P,24,17,2281,0.7083
79323S,24,18,334,0.7500
79323W,24,15,3004,0.6250
79328,24,19,594,0.7917
79329,24,19,100,0.7917
79331,22,14,60,0.6364
79336,24,12,840,0.5000
79337,23,7,1194,0.3043
79338,24,20,553,0.8333
79341,24,19,725,0.7917
79342B,24,19,120,0.7917
79403,24,6,215,0.2500
79406,24,8,256,0.3333
79413,24,20,30,0.8333
79532,18,13,97,0.7222
79534,24,15,116,0.6250
81950B,24,10,216,0.4167
81950V,24,16,32,0.6667
81952B,23,16,254,0.6957
81952V,24,8,464,0.3333
81953B,19,15,14,0.7895
81953P,22,18,33,0.8182
81985A,24,18,23,0.7500
82001S,24,0,3016,0.0000
82011A,22,4,59,0.1818
82011B,24,3,93,0.1250
82011C,24,5,131,0.2083
82011E,22,21,2,0.9545
82069,24,18,17,0.7500
82072,22,19,5,0.8636
82076,24,22,290,0.9167
82081,24,21,174,0.8750
82093,24,22,139,0.9167
82095,24,7,100,0.2917
82482,24,2,16765,0.0833
82483,24,1,4766,0.0417
82484,20,0,9441,0.0000
82486,24,0,4637,0.0000
82494L,24,0,15449,0.0000
82545A,23,16,31,0.6957
82551,24,0,5602,0.0000
82552,24,0,6894,0.0000
82553,24,21,114,0.8750
82567,24,0,1151,0.0000
82578,24,0,5295,0.0000
82580,24,0,13051,0.0000
82581,24,0,8276,0.0000
82582,24,1,7272,0.0417
82583,24,0,12567,0.0000
82585,24,20,164,0.8333
82587,24,18,128,0.7500
82597,24,12,1210,0.5000
82599,24,6,2505,0.2500
82600,24,0,12281,0.0000
82605,24,10,268,0.4167
82607A,24,13,663,0.5417
82607C,24,20,115,0.8333
82607E,24,17,101,0.7083
82613A,24,4,495,0.1667
82613B,24,0,908,0.0000
82613C,24,0,782,0.0000
82613D,24,0,1185,0.0000
82615,24,11,582,0.4583
82616A,24,14,316,0.5833
82616B,24,4,596,0.1667
82616C,24,2,615,0.0833
84006,24,0,1780,0.0000
84007,24,13,157,0.5417
84012,24,1,1714,0.0417
84016,24,15,1004,0.6250
84029C,24,22,205,0.9167
84029D,24,21,51,0.8750
84029E,24,0,10227,0.0000
84029G,24,0,6550,0.0000
84030B,23,20,6,0.8696
84030C,24,21,53,0.8750
84030E,24,4,2150,0.1667
84031A,24,1,991,0.0417
84031B,24,2,806,0.0833
84032A,24,0,3082,0.0000
84032B,24,0,2967,0.0000
84033,23,10,392,0.4348
84050,24,0,9853,0.0000
84051,24,5,722,0.2083
84077,24,0,104772,0.0000
84078A,24,0,1124,0.0000
84081,24,17,100,0.7083
84086B,19,10,23,0.5263
84086C,24,2,297,0.0833
84192,22,6,221,0.2727
84199,24,4,549,0.1667
84201B,24,18,39,0.7500
84201C,16,14,10,0.8750
84205C,21,20,2,0.9524
84206A,24,18,79,0.7500
84206B,16,14,9,0.8750
84206C,24,20,10,0.8333
84212,24,0,24746,0.0000
84218,23,15,261,0.6522
84219,23,20,137,0.8696
84226,22,14,77,0.6364
84227,22,18,112,0.8182
84228,24,14,354,0.5833
84231,23,15,230,0.6522
84247C,24,20,72,0.8333
84247E,18,6,373,0.3333
84247G,24,4,1414,0.1667
84247H,24,17,42,0.7083
84247J,24,23,10,0.9583
84247K,24,7,75,0.2917
84247L,24,8,1137,0.3333
84247N,23,3,113,0.1304
84249A,22,6,251,0.2727
84249D,24,15,823,0.6250
84250M,24,17,28,0.7083
84251B,21,4,319,0.1905
84251C,24,7,247,0.2917
84251F,24,14,341,0.5833
84251G,24,3,436,0.1250
84251J,24,19,74,0.7917
84255A,24,22,2,0.9167
84255B,24,20,65,0.8333
84270,24,11,22936,0.4583
84279B,24,12,808,0.5000
84279P,24,0,1139,0.0000
84288B,24,17,61,0.7083
84292,24,18,44,0.7500
84292B,23,19,8,0.8261
84306,24,13,48,0.5417
84311,22,21,11,0.9545
84313A,24,15,38,0.6250
84313B,24,7,227,0.2917
84313C,23,6,548,0.2609
84327A,24,15,959,0.6250
84340,24,23,21,0.9583
84341B,24,9,1757,0.3750
84347,24,1,30518,0.0417
84352,24,10,206,0.4167
84356,24,1,730,0.0417
84358,24,6,121,0.2500
84360,24,4,177,0.1667
84366,22,20,3,0.9091
84367,24,18,74,0.7500
84371,24,22,30,0.9167
84375,24,0,7422,0.0000
84378,24,0,11455,0.0000
84380,24,0,10232,0.0000
84387A,5,4,11,0.8000
84388,24,17,70,0.7083
84396,24,21,552,0.8750
84402B,13,11,62,0.8462
84402D,24,20,373,0.8333
84405A,24,13,129,0.5417
84406B,24,0,7100,0.0000
84414B,24,21,78,0.8750
84415A,24,20,27,0.8333
84415B,24,17,24,0.7083
84422,24,5,782,0.2083
84424A,18,13,23,0.7222
84425A,24,20,18,0.8333
84427B,24,21,17,0.8750
84429A,24,5,107,0.2083
84437A,23,19,106,0.8261
84447,23,20,69,0.8696
84450A,24,21,52,0.8750
84450B,24,19,139,0.7917
84452,24,15,198,0.6250
84454,24,19,93,0.7917
84455,23,19,85,0.8261
84456,24,18,37,0.7500
84457,23,11,291,0.4783
84458,23,20,124,0.8696
84459A,24,2,1263,0.0833
84459B,24,7,1475,0.2917
84461,23,16,99,0.6957
84462,22,16,100,0.7273
84464,23,21,82,0.9130
84465,22,14,32,0.6364
84466,24,13,1256,0.5417
84467,24,17,816,0.7083
84469,24,20,664,0.8333
84472,24,18,87,0.7500
84482,24,14,75,0.5833
84493,18,14,1142,0.7778
84497,24,10,97,0.4167
84499,24,11,326,0.4583
84507B,24,3,1349,0.1250
84507C,24,3,433,0.1250
84508A,24,2,3809,0.0833
84508B,24,1,169,0.0417
84508C,24,3,103,0.1250
84509A,24,0,1617,0.0000
84509B,24,0,645,0.0000
84509C,24,0,338,0.0000
84509E,23,8,149,0.3478
84509F,24,12,2781,0.5000
84509G,24,1,782,0.0417
84510A,24,0,2416,0.0000
84510B,24,15,1172,0.6250
84510C,24,0,324,0.0000
84510E,23,2,157,0.0870
84510F,24,14,1099,0.5833
84519A,24,0,1187,0.0000
84519B,24,0,853,0.0000
84520B,24,8,7500,0.3333
84520D,24,21,699,0.8750
84522,24,7,186,0.2917
84526,24,12,538,0.5000
84527,21,8,77,0.3810
84529A,24,19,50,0.7917
84529B,22,19,13,0.8636
84529C,24,18,78,0.7500
84531A,24,11,191,0.4583
84531B,24,10,194,0.4167
84532B,24,20,54,0.8333
84533B,24,20,59,0.8333
84534B,24,10,823,0.4167
84535A,24,18,607,0.7500
84535B,24,0,2679,0.0000
84536A,24,0,4993,0.0000
84536B,24,0,3505,0.0000
84537B,24,20,117,0.8333
84539,24,15,55,0.6250
84546,21,18,21,0.8571
84548,24,15,48,0.6250
84549,24,12,75,0.5000
84550,24,19,15,0.7917
84551,24,18,39,0.7500
84555A,22,17,47,0.7727
84558A,24,1,1278,0.0417
84559A,24,0,1368,0.0000
84559B,24,0,1231,0.0000
84559D,24,14,149,0.5833
84562A,24,11,169,0.4583
84562B,24,22,10,0.9167
84563A,24,6,139,0.2500
84563B,24,8,128,0.3333
84564,24,18,21,0.7500
84567,23,22,9,0.9565
84568,24,0,36920,0.0000
84569A,24,1,560,0.0417
84569B,24,8,433,0.3333
84569C,24,11,415,0.4583
84569D,24,0,1022,0.0000
84570B,24,22,4,0.9167
84572,24,23,1,0.9583
84575A,22,12,24,0.5455
84575B,24,21,4,0.8750
84576,24,12,96,0.5000
84578,24,19,222,0.7917
84580,24,0,1040,0.0000
84581,24,0,500,0.0000
84582,24,20,14,0.8333
84584,24,5,282,0.2083
84586L,24,22,15,0.9167
84592,24,5,173,0.2083
84593,24,19,25,0.7917
84595B,24,17,230,0.7083
84595E,24,5,367,0.2083
84596B,24,0,6088,0.0000
84596E,24,7,1154,0.2917
84596F,24,0,4596,0.0000
84596G,24,0,2199,0.0000
84596I,22,19,72,0.8636
84596J,24,6,812,0.2500
84596K,24,12,428,0.5000
84596L,24,2,1537,0.0833
84597B,24,11,205,0.4583
84597C,24,6,364,0.2500
84598,24,0,20751,0.0000
84599,23,19,15,0.8261
84600,24,4,102,0.1667
84601A,24,16,260,0.6667
84608,24,22,6,0.9167
84609,24,7,139,0.2917
84611B,23,19,7,0.8261
84612B,23,20,20,0.8696
84613A,22,13,22,0.5909
84613C,21,13,62,0.6190
84614A,22,13,17,0.5909
84614C,23,22,3,0.9565
84615,24,19,240,0.7917
84616,24,10,72,0.4167
84617,24,18,11,0.7500
84619,24,20,72,0.8333
84620,24,11,121,0.4583
84621,24,19,29,0.7917
84622,24,21,23,0.8750
84623,24,20,56,0.8333
84625A,24,2,814,0.0833
84625B,24,20,180,0.8333
84625C,24,4,770,0.1667
84625D,24,12,650,0.5000
84626,24,23,1,0.9583
84627,24,16,50,0.6667
84629,22,16,24,0.7273
84630,23,22,2,0.9565
84631,24,9,288,0.3750
84632,21,14,15,0.6667
84637,24,3,585,0.1250
84638,24,4,400,0.1667
84648,24,23,1,0.9583
84653,23,20,14,0.8696
84656,24,18,22,0.7500
84657,24,19,246,0.7917
84658,24,4,208,0.1667
84659A,24,0,588,0.0000
84660A,24,7,867,0.2917
84660B,24,4,752,0.1667
84660C,24,3,756,0.1250
84661A,24,7,160,0.2917
84661B,24,6,227,0.2500
84661C,24,13,101,0.5417
84663A,24,3,373,0.1250
84664,24,16,193,0.6667
84665,24,7,226,0.2917
84666,24,14,226,0.5833
84670,24,12,5196,0.5000
84671B,24,22,109,0.9167
84673A,24,3,500,0.1250
84673B,24,1,502,0.0417
84674,24,0,458,0.0000
84675,24,11,206,0.4583
84676,24,15,848,0.6250
84678,24,8,565,0.3333
84679,21,19,10,0.9048
84680,24,17,94,0.7083
84682,24,14,295,0.5833
84683,24,9,537,0.3750
84684,24,18,609,0.7500
84685,24,8,435,0.3333
84686,24,8,389,0.3333
84687,24,3,314,0.1250
84688,24,7,422,0.2917
84689,24,10,312,0.4167
84690,24,17,27,0.7083
84691,24,9,2747,0.3750
84692,24,0,18866,0.0000
84705A,24,19,14,0.7917
84705B,24,23,86,0.9583
84705C,24,18,162,0.7500
84705D,24,18,22,0.7500
84705F,24,21,8,0.8750
84706A,24,21,137,0.8750
84706B,24,21,20,0.8750
84706C,24,22,84,0.9167
84706D,24,13,219,0.5417
84706F,24,13,34,0.5417
84707A,24,3,93,0.1250
84707B,24,7,64,0.2917
84708B,24,3,137,0.1250
84709A,19,13,23,0.6842
84709B,24,6,176,0.2500
84711A,24,9,41,0.3750
84711B,24,7,38,0.2917
84712B,24,3,98,0.1250
84715,24,9,241,0.3750
84720,21,20,35,0.9524
84721,24,23,20,0.9583
84723,22,13,54,0.5909
84725,24,11,134,0.4583
84726,21,18,233,0.8571
84731,20,17,3,0.8500
84732B,24,18,28,0.7500
84732D,24,20,15,0.8333
84741C,24,12,185,0.5000
84743C,21,18,9,0.8571
84744,24,8,149,0.3333
84745A,24,14,72,0.5833
84745B,24,12,83,0.5000
84746,24,17,23,0.7083
84748,24,4,1170,0.1667
84750A,24,15,544,0.6250
84750B,24,8,609,0.3333
84751B,22,11,38,0.5000
84753A,24,21,97,0.8750
84754,24,6,2083,0.2500
84755,24,0,40275,0.0000
84757,19,17,5,0.8947
84760L,19,18,560,0.9474
84760S,24,7,222,0.2917
84761,24,14,276,0.5833
84762A,24,17,59,0.7083
84762B,24,16,113,0.6667
84762C,24,18,105,0.7500
84763,24,6,1517,0.2500
84765,24,21,9,0.8750
84766,23,10,200,0.4348
84767,24,21,195,0.8750
84770,22,19,135,0.8636
84773,24,12,190,0.5000
84782A,24,18,119,0.7500
84782B,24,19,10,0.7917
84782C,24,16,74,0.6667
84789,24,5,445,0.2083
84791,24,16,334,0.6667
84792,24,0,2276,0.0000
84795A,24,16,208,0.6667
84795B,24,3,317,0.1250
84795C,24,14,325,0.5833
84795D,24,16,189,0.6667
84795E,24,19,10,0.7917
84796A,24,7,310,0.2917
84796B,24,5,602,0.2083
84797A,24,18,499,0.7500
84797B,24,19,344,0.7917
84798A,23,15,195,0.6522
84798B,23,17,326,0.7391
84798C,23,21,16,0.9130
84799,23,7,678,0.3043
84800L,23,6,650,0.2609
84800M,23,9,250,0.3913
84800S,22,11,388,0.5000
84801A,23,11,272,0.4783
84801B,24,11,214,0.4583
84802A,24,12,185,0.5000
84802B,24,14,411,0.5833
