stock_code,selling_months,first_month,last_month,span_months,units
22939,16,2010-09,2011-12,16,700
22940,16,2010-09,2011-12,16,3491
22941,12,2010-10,2011-12,15,2615
22942,8,2010-10,2011-12,15,1221
22943,15,2010-10,2011-12,15,2381
22944,12,2010-09,2011-12,16,4870
22945,15,2010-09,2011-12,16,7641
22946,14,2010-09,2011-12,16,976
22947,10,2010-09,2011-11,15,1011
22948,16,2010-09,2011-12,16,2155
22949,16,2010-09,2011-12,16,2010
22950,9,2010-09,2011-11,15,8333
22951,16,2010-09,2011-12,16,10993
22952,16,2010-09,2011-12,16,32988
22953,14,2010-11,2011-12,14,760
22954,13,2010-11,2011-11,13,238
22955,14,2010-11,2011-12,14,1448
22956,14,2010-11,2011-12,14,2494
22957,6,2011-01,2011-09,9,1775
22959,10,2010-09,2011-12,16,9738
22960,14,2010-11,2011-12,14,9019
22961,15,2010-07,2011-12,18,17252
22962,14,2010-11,2011-12,14,4366
22963,15,2010-07,2011-12,18,3696
22964,14,2010-11,2011-12,14,2761
22965,14,2010-11,2011-12,14,1842
22966,14,2010-11,2011-12,14,8219
22967,7,2011-01,2011-12,12,1171
22968,15,2010-10,2011-12,15,1127
22969,14,2010-11,2011-12,14,14461
22970,13,2010-12,2011-12,13,4334
22971,13,2010-12,2011-12,13,2431
22972,14,2010-11,2011-12,14,1882
22973,14,2010-11,2011-12,14,1361
22974,14,2010-11,2011-12,14,1636
22975,14,2010-11,2011-12,14,1245
22976,14,2010-11,2011-12,14,1127
22977,14,2010-11,2011-12,14,999
22978,11,2011-02,2011-12,11,2464
22979,10,2011-03,2011-12,10,4090
22980,11,2011-02,2011-12,11,2363
22981,10,2011-03,2011-12,10,471
22982,10,2011-03,2011-12,10,1154
22983,16,2010-09,2011-12,16,6695
22984,16,2010-09,2011-12,16,3349
22985,16,2010-09,2011-12,16,4722
22986,16,2010-09,2011-12,16,5795
22987,8,2010-09,2011-10,14,252
22988,13,2010-11,2011-12,14,9363
22989,11,2011-02,2011-12,11,2811
22990,11,2011-02,2011-12,11,633
22991,11,2011-02,2011-12,11,3887
22992,11,2011-02,2011-12,11,5233
22993,11,2011-02,2011-12,11,12649
22994,11,2011-02,2011-12,11,2194
22995,11,2011-02,2011-12,11,2381
22996,11,2011-02,2011-12,11,4801
22997,11,2011-02,2011-12,11,2545
22998,11,2011-02,2011-12,11,12366
22999,11,2011-02,2011-12,11,2894
23000,11,2011-02,2011-12,11,3169
23002,11,2011-02,2011-12,11,2119
23003,5,2011-02,2011-06,5,542
23004,11,2011-02,2011-12,11,2002
23005,8,2011-02,2011-12,11,4733
23006,11,2011-02,2011-12,11,1758
23007,10,2011-03,2011-12,10,498
23008,10,2011-03,2011-12,10,433
23009,10,2011-03,2011-12,10,263
23010,10,2011-03,2011-12,10,315
23012,7,2011-06,2011-12,7,1071
23013,7,2011-06,2011-12,7,924
23014,7,2011-06,2011-12,7,856
23015,6,2011-06,2011-11,6,40
23016,7,2011-06,2011-12,7,74
23017,7,2011-06,2011-12,7,67
23018,6,2011-06,2011-11,6,51
23019,7,2011-06,2011-12,7,81
23020,7,2011-06,2011-12,7,180
23021,7,2011-06,2011-12,7,120
23022,7,2011-06,2011-12,7,422
23023,7,2011-06,2011-12,7,274
23024,6,2011-06,2011-11,6,255
23025,7,2011-06,2011-12,7,350
23026,7,2011-06,2011-12,7,556
23027,7,2011-06,2011-12,7,295
23028,6,2011-06,2011-11,6,1369
23029,7,2011-06,2011-12,7,1352
23031,7,2011-06,2011-12,7,1278
23032,6,2011-06,2011-11,6,2328
23033,7,2011-06,2011-12,7,714
23034,7,2011-06,2011-12,7,979
23035,7,2011-06,2011-12,7,2191
23036,7,2011-06,2011-12,7,184
23037,7,2011-06,2011-12,7,196
23038,5,2011-07,2011-12,6,44
23039,7,2011-06,2011-12,7,199
23040,9,2011-04,2011-12,9,253
23041,9,2011-04,2011-12,9,272
23042,9,2011-04,2011-12,9,103
23043,6,2011-05,2011-12,8,81
23044,8,2011-05,2011-12,8,101
23045,7,2011-05,2011-12,8,118
23046,7,2011-05,2011-12,8,349
23047,7,2011-05,2011-11,7,58
23048,9,2011-04,2011-12,9,577
23049,10,2011-03,2011-12,10,456
23050,10,2011-03,2011-12,10,497
23051,10,2011-03,2011-12,10,365
23052,10,2011-03,2011-12,10,654
23053,10,2011-03,2011-12,10,364
23054,10,2011-03,2011-12,10,295
23055,8,2011-04,2011-11,8,657
23056,8,2011-04,2011-11,8,963
23057,8,2011-04,2011-11,8,773
23058,4,2011-09,2011-12,4,490
23060,9,2011-04,2011-12,9,249
23061,9,2011-04,2011-12,9,1015
23064,8,2011-04,2011-11,8,221
23065,7,2011-04,2011-10,7,273
23066,7,2011-04,2011-10,7,259
23067,9,2011-04,2011-12,9,294
23068,9,2011-04,2011-12,9,809
23069,9,2011-04,2011-12,9,88
23070,8,2011-05,2011-12,8,160
23071,6,2011-04,2011-10,7,315
23072,6,2011-05,2011-10,6,334
23073,9,2011-04,2011-12,9,143
23074,4,2011-09,2011-12,4,246
23075,9,2011-04,2011-12,9,472
23076,10,2011-03,2011-12,10,8076
23077,10,2011-03,2011-12,10,10395
23078,10,2011-03,2011-12,10,6831
23079,8,2011-05,2011-12,8,251
23080,8,2011-05,2011-12,8,1074
23081,8,2011-05,2011-12,8,483
23082,8,2011-05,2011-12,8,2328
23083,8,2011-05,2011-12,8,1932
23084,8,2011-05,2011-12,8,30739
23085,7,2011-05,2011-12,8,376
23086,8,2011-05,2011-12,8,1225
23087,8,2011-05,2011-12,8,868
23088,8,2011-05,2011-12,8,795
23089,8,2011-05,2011-12,8,2354
23090,8,2011-05,2011-12,8,2237
23091,7,2011-05,2011-11,7,580
23092,8,2011-05,2011-12,8,523
23093,8,2011-05,2011-12,8,939
23094,7,2011-05,2011-11,7,152
23096,8,2011-05,2011-12,8,1033
23099,8,2011-05,2011-12,8,137
23100,8,2011-05,2011-12,8,2166
23101,8,2011-05,2011-12,8,2031
23102,8,2011-05,2011-12,8,1274
23103,8,2011-05,2011-12,8,4072
23104,8,2011-05,2011-12,8,118
23106,8,2011-05,2011-12,8,291
23107,8,2011-05,2011-12,8,359
23108,8,2011-05,2011-12,8,2219
23109,8,2011-05,2011-12,8,2386
23110,8,2011-05,2011-12,8,700
23111,8,2011-05,2011-12,8,312
23112,8,2011-05,2011-12,8,546
23113,4,2011-09,2011-12,4,1154
23114,4,2011-09,2011-12,4,149
23115,4,2011-09,2011-12,4,152
23116,4,2011-09,2011-12,4,76
23117,4,2011-09,2011-12,4,93
23118,8,2011-05,2011-12,8,813
23119,7,2011-06,2011-12,7,2282
23120,7,2011-06,2011-12,7,1685
23121,7,2011-06,2011-12,7,2501
23122,7,2011-06,2011-12,7,2251
23123,7,2011-06,2011-12,7,935
23124,6,2011-06,2011-11,6,567
23125,6,2011-06,2011-11,6,459
23126,10,2011-03,2011-12,10,1109
23127,10,2011-03,2011-12,10,736
23128,10,2011-03,2011-12,10,448
23129,8,2011-05,2011-12,8,950
23130,8,2011-05,2011-12,8,962
23131,9,2011-04,2011-12,9,942
23132,9,2011-04,2011-12,9,1020
23133,9,2011-04,2011-12,9,782
23134,6,2011-04,2011-09,6,1065
23135,9,2011-04,2011-12,9,1541
23136,9,2011-04,2011-12,9,135
23137,9,2011-04,2011-12,9,83
23138,9,2011-04,2011-12,9,879
23139,9,2011-04,2011-12,9,414
23140,8,2011-04,2011-11,8,182
23141,8,2011-04,2011-12,9,79
23142,8,2011-04,2011-11,8,121
23143,5,2011-05,2011-12,8,30
23144,9,2011-04,2011-12,9,5089
23145,9,2011-04,2011-12,9,2084
23146,9,2011-04,2011-12,9,798
23147,9,2011-04,2011-12,9,1868
23148,9,2011-04,2011-12,9,2139
23149,7,2011-05,2011-11,7,99
23150,9,2011-04,2011-12,9,148
23151,8,2011-05,2011-12,8,61
23152,9,2011-04,2011-12,9,554
23153,9,2011-04,2011-12,9,263
23154,10,2011-03,2011-12,10,2701
23155,10,2011-03,2011-12,10,2221
23156,10,2011-03,2011-12,10,1665
23157,10,2011-03,2011-12,10,2557
23158,10,2011-03,2011-12,10,2633
23159,9,2011-03,2011-11,9,2293
23160,8,2011-05,2011-12,8,1450
23161,8,2011-05,2011-12,8,1715
23162,9,2011-04,2011-12,9,1412
23163,9,2011-04,2011-12,9,1832
23164,8,2011-05,2011-12,8,578
23165,8,2011-05,2011-12,8,3114
23166,9,2011-01,2011-12,12,78033
23167,8,2011-05,2011-12,8,5847
23168,8,2011-05,2011-12,8,3291
23169,8,2011-05,2011-12,8,1556
23170,8,2011-05,2011-12,8,6857
23171,8,2011-05,2011-12,8,6247
23172,8,2011-05,2011-12,8,3861
23173,8,2011-05,2011-12,8,2766
23174,8,2011-05,2011-12,8,3055
23175,8,2011-05,2011-12,8,3160
23176,10,2011-03,2011-12,10,2165
23177,10,2011-03,2011-12,10,2532
23178,10,2011-03,2011-12,10,327
23179,10,2011-03,2011-12,10,324
23180,10,2011-03,2011-12,10,122
23181,10,2011-03,2011-12,10,201
23182,10,2011-03,2011-12,10,3741
23183,10,2011-03,2011-12,10,226
23184,10,2011-03,2011-12,10,874
23185,8,2011-03,2011-12,10,317
23186,8,2011-03,2011-12,10,1982
23187,7,2011-03,2011-11,9,2338
23188,7,2011-06,2011-12,7,3471
23189,5,2011-08,2011-12,5,1249
23190,8,2011-05,2011-12,8,1702
23191,8,2011-05,2011-12,8,2201
23192,8,2011-05,2011-12,8,3516
23193,10,2011-03,2011-12,10,1922
23194,10,2011-03,2011-12,10,1835
23196,7,2011-06,2011-12,7,1872
23197,7,2011-06,2011-12,7,1478
23198,7,2011-06,2011-12,7,3342
23199,9,2011-04,2011-12,9,14908
23200,8,2011-05,2011-12,8,7067
23201,9,2011-04,2011-12,9,13366
23202,8,2011-05,2011-12,8,10941
23203,8,2011-05,2011-12,8,20485
23204,9,2011-04,2011-12,9,7976
23205,9,2011-04,2011-12,9,5857
23206,9,2011-04,2011-12,9,12147
23207,9,2011-04,2011-12,9,7830
23208,9,2011-04,2011-12,9,6308
23209,8,2011-05,2011-12,8,13170
23210,7,2011-06,2011-12,7,2849
23211,7,2011-06,2011-12,7,2329
23212,7,2011-06,2011-12,7,2296
23213,7,2011-06,2011-12,7,1682
23214,7,2011-06,2011-12,7,789
23215,7,2011-06,2011-12,7,3564
23216,7,2011-06,2011-12,7,525
23217,7,2011-06,2011-12,7,1309
23218,5,2011-07,2011-12,6,379
23219,7,2011-06,2011-12,7,430
23220,7,2011-06,2011-12,7,993
23221,8,2011-05,2011-12,8,1536
23222,6,2011-06,2011-12,7,799
23223,7,2011-06,2011-12,7,801
23224,7,2011-06,2011-12,7,738
23225,7,2011-06,2011-12,7,1355
23226,8,2011-05,2011-12,8,1247
23227,8,2011-05,2011-12,8,1642
23228,8,2011-05,2011-12,8,1492
23229,7,2011-06,2011-12,7,1869
23230,12,2011-01,2011-12,12,7976
23231,12,2011-01,2011-12,12,7277
23232,12,2011-01,2011-12,12,8526
23233,12,2011-01,2011-12,12,5175
23234,7,2011-06,2011-12,7,1722
23235,7,2011-06,2011-12,7,736
23236,7,2011-06,2011-12,7,2493
23237,7,2011-06,2011-12,7,1053
23238,7,2011-06,2011-12,7,1849
23239,7,2011-06,2011-12,7,842
23240,7,2011-06,2011-12,7,4177
23241,7,2011-06,2011-12,7,2165
23242,7,2011-06,2011-12,7,1470
23243,7,2011-06,2011-12,7,4800
23244,7,2011-06,2011-12,7,936
23245,7,2011-06,2011-12,7,6345
23247,7,2011-06,2011-12,7,2194
23249,7,2011-06,2011-12,7,842
23250,7,2011-06,2011-12,7,1179
23251,7,2011-06,2011-12,7,1712
23252,7,2011-06,2011-12,7,603
23253,9,2011-04,2011-12,9,258
23254,9,2011-04,2011-12,9,1703
23255,9,2011-04,2011-12,9,1014
23256,9,2011-04,2011-12,9,2113
23263,7,2011-06,2011-12,7,3863
23264,7,2011-06,2011-12,7,1963
23265,7,2011-06,2011-12,7,1769
23266,7,2011-06,2011-12,7,2053
23267,7,2011-06,2011-12,7,1202
23268,6,2011-06,2011-11,6,1447
23269,7,2011-06,2011-12,7,779
23270,7,2011-06,2011-12,7,1174
23271,7,2011-06,2011-12,7,1731
23272,7,2011-06,2011-12,7,364
23273,7,2011-06,2011-12,7,969
23274,7,2011-06,2011-12,7,1180
23275,7,2011-06,2011-12,7,3720
23280,8,2011-05,2011-12,8,2023
23281,8,2011-05,2011-12,8,1280
23282,8,2011-05,2011-12,8,812
23283,9,2011-04,2011-12,9,994
23284,9,2011-04,2011-12,9,5487
23285,7,2011-06,2011-12,7,4807
23286,7,2011-06,2011-12,7,5048
23287,7,2011-06,2011-12,7,1879
23288,7,2011-06,2011-12,7,4625
23289,7,2011-06,2011-12,7,1622
23290,7,2011-06,2011-12,7,2430
23291,7,2011-06,2011-12,7,1634
23292,7,2011-06,2011-12,7,2181
23293,6,2011-07,2011-12,6,8471
23294,6,2011-07,2011-12,6,4392
23295,6,2011-07,2011-12,6,6134
23296,6,2011-07,2011-12,6,4979
23297,5,2011-07,2011-11,5,4303
23298,8,2011-05,2011-12,8,8466
23299,8,2011-05,2011-12,8,1012
23300,8,2011-05,2011-12,8,6809
23301,8,2011-05,2011-12,8,8807
23302,8,2011-05,2011-12,8,1536
23303,3,2011-10,2011-12,3,65
23304,3,2011-10,2011-12,3,71
23305,3,2011-10,2011-12,3,82
23306,7,2011-06,2011-12,7,2808
23307,7,2011-06,2011-12,7,12049
23308,7,2011-06,2011-12,7,6139
23309,7,2011-06,2011-12,7,8275
23310,7,2011-06,2011-12,7,12050
23311,6,2011-07,2011-12,6,2390
23312,6,2011-07,2011-12,6,1423
23313,6,2011-07,2011-12,6,2990
23314,6,2011-07,2011-12,6,407
23315,7,2011-06,2011-12,7,213
23316,7,2011-06,2011-12,7,250
23317,7,2011-06,2011-12,7,173
23318,6,2011-07,2011-12,6,3809
23319,6,2011-07,2011-12,6,3720
23320,6,2011-07,2011-12,6,2661
23321,7,2011-06,2011-12,7,4716
23322,7,2011-06,2011-12,7,3069
23323,7,2011-06,2011-12,7,1469
23324,5,2011-08,2011-12,5,399
23325,4,2011-08,2011-11,4,462
23326,5,2011-08,2011-12,5,3442
23327,5,2011-08,2011-12,5,1734
23328,5,2011-08,2011-12,5,2841
23329,5,2011-08,2011-12,5,1767
23330,5,2011-08,2011-12,5,1794
23331,5,2011-08,2011-12,5,1596
23332,5,2011-08,2011-12,5,2059
23333,5,2011-08,2011-12,5,2089
23334,5,2011-08,2011-12,5,2271
23335,7,2011-06,2011-12,7,377
23336,7,2011-06,2011-12,7,225
23337,7,2011-06,2011-12,7,180
23338,7,2011-06,2011-12,7,431
23339,7,2011-06,2011-12,7,173
23340,6,2011-07,2011-12,6,2500
23341,7,2011-06,2011-12,7,307
23342,7,2011-06,2011-12,7,373
23343,7,2011-06,2011-12,7,6078
23344,7,2011-06,2011-12,7,10285
23345,6,2011-07,2011-12,6,2451
23346,6,2011-07,2011-12,6,2628
23347,6,2011-07,2011-12,6,860
23348,8,2011-04,2011-11,8,746
23349,5,2011-08,2011-12,5,3221
23350,5,2011-08,2011-12,5,2712
23351,5,2011-08,2011-12,5,3535
23352,5,2011-08,2011-12,5,1800
23353,5,2011-08,2011-12,5,4007
23354,5,2011-08,2011-12,5,3740
23355,5,2011-08,2011-12,5,5816
23356,5,2011-08,2011-12,5,2359
23357,5,2011-08,2011-12,5,450
23358,5,2011-08,2011-12,5,594
23359,5,2011-08,2011-12,5,990
23360,5,2011-08,2011-12,5,1182
23365,4,2011-09,2011-12,4,1857
23366,4,2011-09,2011-12,4,2249
23367,4,2011-09,2011-12,4,3278
23368,4,2011-09,2011-12,4,2379
23369,4,2011-09,2011-12,4,1105
23370,4,2011-09,2011-12,4,1550
23371,4,2011-09,2011-12,4,1705
23372,4,2011-09,2011-12,4,1389
23373,5,2011-08,2011-12,5,1608
23374,5,2011-08,2011-12,5,2456
23375,5,2011-08,2011-12,5,1342
23376,4,2011-09,2011-12,4,3039
23377,4,2011-09,2011-12,4,1351
23378,4,2011-09,2011-12,4,3997
23379,4,2011-09,2011-12,4,1220
23380,4,2011-09,2011-12,4,2344
23381,4,2011-09,2011-12,4,1496
23382,3,2011-10,2011-12,3,1875
23388,4,2011-09,2011-12,4,821
23389,4,2011-09,2011-12,4,1115
23390,4,2011-09,2011-12,4,747
23391,4,2011-09,2011-12,4,389
23392,4,2011-09,2011-12,4,662
23393,4,2011-09,2011-12,4,801
23394,4,2011-09,2011-12,4,435
23395,4,2011-09,2011-12,4,748
23396,4,2011-09,2011-12,4,654
23397,4,2011-09,2011-12,4,489
23398,4,2011-09,2011-12,4,606
23399,4,2011-09,2011-12,4,1914
23400,4,2011-09,2011-12,4,461
23401,4,2011-09,2011-12,4,459
23402,4,2011-09,2011-12,4,296
23403,4,2011-09,2011-12,4,625
23404,4,2011-09,2011-12,4,1011
23405,4,2011-09,2011-12,4,252
23406,4,2011-09,2011-12,4,456
23407,4,2011-09,2011-12,4,265
23408,4,2011-09,2011-12,4,310
23409,4,2011-09,2011-12,4,215
23410,3,2011-09,2011-11,3,36
23411,4,2011-09,2011-12,4,227
23412,2,2011-09,2011-10,2,358
23413,4,2011-09,2011-12,4,173
23414,3,2011-09,2011-11,3,141
23415,4,2011-09,2011-12,4,328
23416,4,2011-09,2011-12,4,132
23417,4,2011-09,2011-12,4,146
23418,4,2011-09,2011-12,4,557
23419,4,2011-09,2011-12,4,473
23420,4,2011-09,2011-12,4,164
23421,4,2011-09,2011-12,4,160
23422,4,2011-09,2011-12,4,213
23423,4,2011-09,2011-12,4,219
23424,4,2011-09,2011-12,4,462
23425,4,2011-09,2011-12,4,275
23426,4,2011-09,2011-12,4,1275
23427,4,2011-09,2011-12,4,237
23428,2,2011-11,2011-12,2,77
23429,2,2011-11,2011-12,2,47
23430,2,2011-11,2011-12,2,36
23431,5,2011-08,2011-12,5,1449
23432,5,2011-08,2011-12,5,1276
23433,5,2011-08,2011-12,5,1258
23434,4,2011-09,2011-12,4,2095
23435,4,2011-09,2011-12,4,824
23436,5,2011-08,2011-12,5,1979
23437,5,2011-08,2011-12,5,1939
23438,5,2011-08,2011-12,5,1809
23439,5,2011-08,2011-12,5,3986
23440,2,2011-11,2011-12,2,164
23441,2,2011-11,2011-12,2,22
23442,2,2011-11,2011-12,2,40
23444,8,2011-05,2011-12,8,79
23445,5,2011-08,2011-12,5,2668
23446,2,2011-10,2011-12,3,157
23447,2,2011-10,2011-12,3,158
23448,2,2011-10,2011-11,2,25
23449,1,2011-11,2011-11,1,12
23451,3,2011-10,2011-12,3,277
23452,3,2011-10,2011-12,3,518
23453,3,2011-10,2011-12,3,316
23454,3,2011-10,2011-12,3,174
23455,3,2011-10,2011-12,3,207
23456,3,2011-10,2011-12,3,158
23457,3,2011-10,2011-12,3,112
23458,3,2011-10,2011-12,3,51
23459,3,2011-10,2011-12,3,33
23460,3,2011-10,2011-12,3,108
23461,4,2011-09,2011-12,4,847
23462,3,2011-10,2011-12,3,80
23463,3,2011-10,2011-12,3,13
23464,3,2011-10,2011-12,3,18
23465,3,2011-10,2011-12,3,29
23466,4,2011-09,2011-12,4,55
23467,3,2011-10,2011-12,3,32
23468,2,2011-10,2011-11,2,19
23469,4,2011-09,2011-12,4,332
23470,3,2011-10,2011-12,3,232
23471,4,2011-09,2011-12,4,65
23472,3,2011-10,2011-12,3,58
23473,3,2011-10,2011-12,3,678
23474,3,2011-10,2011-12,3,312
23475,3,2011-10,2011-12,3,286
23476,2,2011-10,2011-11,2,205
23477,2,2011-10,2011-11,2,92
23478,3,2011-10,2011-12,3,285
23479,3,2011-10,2011-12,3,113
23480,3,2011-10,2011-12,3,1798
23481,3,2011-10,2011-12,3,228
23482,3,2011-10,2011-12,3,418
23483,3,2011-10,2011-12,3,1328
23484,4,2011-09,2011-12,4,185
23485,3,2011-10,2011-12,3,262
23486,3,2011-10,2011-12,3,275
23487,3,2011-10,2011-12,3,80
23489,3,2011-10,2011-12,3,913
23490,3,2011-10,2011-12,3,542
23491,3,2011-10,2011-12,3,228
23492,3,2011-10,2011-12,3,76
23493,4,2011-09,2011-12,4,3964
23494,4,2011-09,2011-12,4,809
23495,3,2011-10,2011-12,3,225
23496,3,2011-10,2011-12,3,112
23497,3,2011-10,2011-12,3,2558
23498,2,2011-11,2011-12,2,1640
23499,3,2011-10,2011-12,3,1312
23500,3,2011-10,2011-12,3,1626
23501,3,2011-10,2011-12,3,1821
23502,4,2011-09,2011-12,4,714
23503,4,2011-09,2011-12,4,3643
23504,4,2011-09,2011-12,4,1927
23505,4,2011-09,2011-12,4,1200
23506,4,2011-09,2011-12,4,2723
23507,4,2011-09,2011-12,4,2882
23508,4,2011-09,2011-12,4,2627
23509,4,2011-09,2011-12,4,1062
23510,4,2011-09,2011-12,4,2521
23511,4,2011-09,2011-12,4,571
23512,4,2011-09,2011-12,4,500
23513,4,2011-09,2011-12,4,566
23514,4,2011-09,2011-12,4,478
23515,4,2011-09,2011-12,4,579
23516,4,2011-09,2011-12,4,296
23517,4,2011-09,2011-12,4,334
23518,4,2011-09,2011-12,4,361
23519,3,2011-09,2011-11,3,224
23520,4,2011-09,2011-12,4,167
23521,3,2011-10,2011-12,3,413
23522,3,2011-10,2011-12,3,354
23523,3,2011-10,2011-12,3,360
23524,3,2011-10,2011-12,3,481
23525,3,2011-10,2011-12,3,582
23526,3,2011-10,2011-12,3,1012
23527,3,2011-10,2011-12,3,420
23528,3,2011-10,2011-12,3,479
23529,3,2011-10,2011-12,3,637
23530,3,2011-10,2011-12,3,1056
23531,3,2011-10,2011-12,3,976
23532,3,2011-10,2011-12,3,210
23533,3,2011-10,2011-12,3,215
23534,3,2011-10,2011-12,3,1387
23535,3,2011-10,2011-12,3,1324
23536,3,2011-10,2011-12,3,626
23537,3,2011-10,2011-12,3,111
23538,3,2011-10,2011-12,3,331
23539,3,2011-10,2011-12,3,247
23540,3,2011-10,2011-12,3,150
23541,3,2011-10,2011-12,3,872
23542,3,2011-10,2011-12,3,506
23543,3,2011-10,2011-12,3,1236
23544,3,2011-10,2011-12,3,164
23545,6,2011-07,2011-12,6,2480
23546,6,2011-07,2011-12,6,3250
23547,6,2011-07,2011-12,6,1575
23548,6,2011-07,2011-12,6,1075
23549,6,2011-07,2011-12,6,1305
23550,6,2011-07,2011-12,6,1855
23551,4,2011-09,2011-12,4,1840
23552,2,2011-11,2011-12,2,1863
23553,3,2011-10,2011-12,3,568
23554,3,2011-10,2011-12,3,422
23555,3,2011-10,2011-12,3,421
23556,3,2011-10,2011-12,3,436
23557,3,2011-10,2011-12,3,350
23558,3,2011-10,2011-12,3,415
23559,4,2011-09,2011-12,4,649
23560,2,2011-11,2011-12,2,172
23561,2,2011-11,2011-12,2,170
23562,2,2011-11,2011-12,2,251
23564,3,2011-10,2011-12,3,644
23565,3,2011-10,2011-12,3,410
23566,3,2011-10,2011-12,3,881
23567,3,2011-10,2011-12,3,211
23568,3,2011-10,2011-12,3,630
23569,3,2011-10,2011-12,3,954
23570,3,2011-10,2011-12,3,2772
23571,3,2011-10,2011-12,3,2841
23574,6,2011-07,2011-12,6,14
23575,2,2011-11,2011-12,2,179
23576,2,2011-11,2011-12,2,198
23578,2,2011-11,2011-12,2,60
23579,3,2011-10,2011-12,3,169
23580,2,2011-11,2011-12,2,116
23581,3,2011-10,2011-12,3,5020
23582,3,2011-10,2011-12,3,4802
23583,3,2011-10,2011-12,3,3385
23597,2,2011-11,2011-12,2,249
23598,2,2011-11,2011-12,2,427
23601,2,2011-09,2011-11,3,8
23602,1,2011-11,2011-11,1,1
23603,3,2011-10,2011-12,3,20
23604,1,2011-10,2011-10,1,4
23605,1,2011-10,2011-10,1,4
23607,3,2011-09,2011-11,3,8
23608,2,2011-11,2011-12,2,4
23609,1,2011-11,2011-11,1,1
23610,2,2011-09,2011-11,3,3
23611,4,2011-09,2011-12,4,40
23612,2,2011-10,2011-11,2,5
23613,2,2011-09,2011-11,3,11
23614,4,2011-09,2011-12,4,26
23615,3,2011-10,2011-12,3,4
23616,2,2011-11,2011-12,2,8
23617,1,2011-11,2011-11,1,2
23619,2,2011-10,2011-11,2,4
23620,3,2011-09,2011-11,3,10
23621,2,2011-11,2011-12,2,6
23623,3,2011-09,2011-11,3,8
23624,3,2011-09,2011-11,3,4
23625,4,2011-09,2011-12,4,9
23626,3,2011-10,2011-12,3,43
23627,1,2011-11,2011-11,1,7
23628,1,2011-10,2011-10,1,1
23629,3,2011-09,2011-11,3,24
23630,2,2011-09,2011-11,3,2
23632,3,2011-09,2011-11,3,15
23633,2,2011-10,2011-11,2,3
23634,4,2011-09,2011-12,4,5
23635,3,2011-10,2011-12,3,3
23636,3,2011-10,2011-12,3,9
23637,4,2011-09,2011-12,4,11
23638,2,2011-09,2011-11,3,2
23639,3,2011-09,2011-11,3,4
23640,3,2011-09,2011-12,4,9
23643,1,2011-10,2011-10,1,1
23644,4,2011-09,2011-12,4,5
23645,3,2011-10,2011-12,3,9
23646,3,2011-09,2011-11,3,8
23649,1,2011-11,2011-11,1,2
23650,3,2011-09,2011-12,4,4
23652,1,2011-11,2011-11,1,2
23654,3,2011-10,2011-12,3,5
23660,3,2011-10,2011-12,3,306
23661,3,2011-10,2011-12,3,219
23664,1,2011-11,2011-11,1,1
23681,2,2011-11,2011-12,2,1576
23691,2,2011-11,2011-12,2,1175
23692,1,2011-11,2011-11,1,50
23694,2,2011-11,2011-12,2,376
23695,2,2011-11,2011-12,2,741
23697,2,2011-11,2011-12,2,456
23702,2,2011-10,2011-11,2,4
23843,1,2011-12,2011-12,1,80995
30086C,1,2009-12,2009-12,1,1
35001B,3,2009-12,2010-03,4,17
35001G,23,2009-12,2011-12,25,715
35001P,1,2009-12,2009-12,1,2
35001W,13,2009-12,2010-12,13,883
35004B,25,2009-12,2011-12,25,1474
35004C,16,2009-12,2011-03,16,3062
35004G,23,2009-12,2011-12,25,359
35004P,10,2009-12,2010-12,13,121
35004S,1,2009-12,2009-12,1,146
35015,10,2009-12,2010-11,12,2072
35051B,1,2009-12,2009-12,1,14
35071,1,2009-12,2009-12,1,50
35085E,5,2009-12,2010-07,8,39
35095A,25,2009-12,2011-12,25,1809
35095B,25,2009-12,2011-12,25,1952
35096A,4,2009-12,2010-03,4,765
35096B,4,2009-12,2010-03,4,293
35160,11,2009-12,2010-10,11,2180
35233,5,2009-12,2010-05,6,10
35240,7,2010-05,2010-11,7,49
35241,18,2009-12,2011-05,18,309
35265,10,2010-05,2011-10,18,21
35271S,6,2009-12,2010-12,13,420
35400,12,2009-12,2011-11,24,1435
35443,10,2009-12,2011-11,24,16
35471A,12,2009-12,2010-11,12,421
35471D,25,2009-12,2011-12,25,2241
35537,3,2009-12,2010-05,6,13
35591T,6,2010-09,2011-11,15,17
35594,10,2009-12,2010-10,11,165
35596,1,2010-10,2010-10,1,29
35597A,3,2010-09,2010-12,4,10
35597B,6,2009-12,2010-12,13,78
35597D,5,2009-12,2011-09,22,58
35598A,2,2009-12,2011-11,24,10
35598B,13,2009-12,2011-11,24,931
35598C,2,2009-12,2011-11,24,3
35598D,20,2009-12,2011-12,25,1727
35599B,11,2009-12,2011-12,25,268
35599D,16,2009-12,2011-12,25,406
35600D,6,2009-12,2010-09,10,141
35603B,1,2009-12,2009-12,1,50
35603C,5,2009-12,2010-11,12,83
35607A,10,2009-12,2011-01,14,554
35607B,10,2009-12,2011-09,22,312
35609A,7,2009-12,2010-12,13,447
35610A,5,2009-12,2010-12,13,143
35610B,6,2009-12,2010-12,13,179
35610C,5,2009-12,2010-12,13,94
35611B,2,2009-12,2010-11,12,62
35633B,4,2009-12,2010-11,12,130
35637A,20,2009-12,2011-11,24,551
35637C,13,2010-01,2011-11,23,100
