stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,2011-11,2011-12,M2_gbm_poisson,5.078063,0.982519,product,15,1.645000,1.616244,7,0.193483,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2011-11,2011-12,M2_gbm_poisson,4.094619,2.069191,product,18,1.645000,3.403819,8,0.505344,C,1,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90029,NEW BAROQUE SMALL NECKLACE BLACK,2011-11,2011-12,M2_gbm_poisson,2.430712,1.130038,product,17,1.645000,1.858912,5,0.464900,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,2011-11,2011-12,M2_gbm_poisson,20.821506,7.925461,product,8,1.645000,13.037383,34,0.380638,C,6,20.000000,1,24,Forecast,20260818T075922Z-deb02f
90030B,RED KUKUI COCONUT SEED NECKLACE,2011-11,2011-12,M2_gbm_poisson,31.719298,7.263109,product,18,1.645000,11.947815,44,0.228981,C,18,22.000000,1,24,Forecast,20260818T075922Z-deb02f
90030C,BROWN KUKUI COCONUT SEED NECKLACE,2011-11,2011-12,M2_gbm_poisson,20.821506,1.527375,product,18,1.645000,2.512531,24,0.073356,C,6,19.666667,1,24,Forecast,20260818T075922Z-deb02f
90031,BILI NUT AND WOOD NECKLACE,2011-11,2011-12,M2_gbm_poisson,18.708103,1.727822,product,14,1.645000,2.842267,22,0.092357,C,6,12.000000,1,24,Forecast,20260818T075922Z-deb02f
90032,IVORY SHELL HEART NECKLACE,2011-11,2011-12,M2_gbm_poisson,5.813556,4.956777,product,18,1.645000,8.153897,14,0.852624,C,0,3.000000,2,23,Forecast,20260818T075922Z-deb02f
90033,IVORY SHELL HEART EARRINGS,2011-11,2011-12,M2_gbm_poisson,7.849915,0.962356,product,17,1.645000,1.583075,10,0.122594,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90034,WHITE SILVER NECKLACE SHELL GLASS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90035A,"PEARL & SHELL 42""NECKL. GREEN",2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90035B,"PEARL & SHELL 42""NECKL. PINK",2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90035C,"PEARL & SHELL 42""NECKL. IVORY",2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90036A,FLOWER GARLAND NECKLACE RED,2011-11,2011-12,M2_gbm_poisson,2.430712,1.573632,product,18,1.645000,2.588624,6,0.647395,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",2011-11,2011-12,M2_gbm_poisson,2.430712,1.856808,product,17,1.645000,3.054450,6,0.763895,C,0,0.000000,4,23,Forecast,20260818T075922Z-deb02f
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",2011-11,2011-12,M2_gbm_poisson,4.647527,0.897937,product,18,1.645000,1.477106,7,0.193207,C,1,1.333333,1,24,Forecast,20260818T075922Z-deb02f
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",2011-11,2011-12,M2_gbm_poisson,2.033330,1.768890,product,18,1.645000,2.909824,5,0.869948,C,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",2011-11,2011-12,M2_gbm_poisson,2.964982,2.861047,product,18,1.645000,4.706423,8,0.964946,C,0,0.333333,2,24,Forecast,20260818T075922Z-deb02f
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90037A,TINY CRYSTAL BRACELET RED,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90037B,TINY CRYSTAL BRACELET GREEN,2011-11,2011-12,M2_gbm_poisson,4.420301,3.501605,product,18,1.645000,5.760140,11,0.792164,C,0,0.000000,4,21,Forecast,20260818T075922Z-deb02f
90037C,TINY CRYSTAL BRACELET BLUE,2011-11,2011-12,M2_gbm_poisson,2.823042,2.001807,product,18,1.645000,3.292972,7,0.709096,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
90037D,TINY CRYSTALS BRACELET BLACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90038A,GLASS AND PAINTED BEADS BRACELET TO,2011-11,2011-12,M2_gbm_poisson,8.764354,1.706398,product,18,1.645000,2.807025,12,0.194698,C,2,2.666667,1,24,Forecast,20260818T075922Z-deb02f
90038B,GLASS AND PAINTED BEADS BRACELET OL,2011-11,2011-12,M2_gbm_poisson,4.512597,2.313004,product,18,1.645000,3.804892,9,0.512566,C,1,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90038C,GLASS AND BEADS BRACELET IVORY,2011-11,2011-12,M2_gbm_poisson,2.631812,1.452726,product,18,1.645000,2.389734,6,0.551987,C,0,0.333333,3,24,Forecast,20260818T075922Z-deb02f
90039A,FIRE POLISHED GLASS BRACELET RED,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90039B,FIRE POLISHED GLASS BRACELET MONTAN,2011-11,2011-12,M2_gbm_poisson,2.043711,1.603506,product,18,1.645000,2.637767,5,0.784605,C,0,0.000000,5,23,Forecast,20260818T075922Z-deb02f
90039C,FIRE POLISHED GLASS BRACELET BLACK,2011-11,2011-12,M2_gbm_poisson,5.938108,1.075923,product,15,1.645000,1.769893,8,0.181189,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90039D,FIRE POLISHED GLASS BRACELET GREEN,2011-11,2011-12,M2_gbm_poisson,5.078063,3.230808,product,18,1.645000,5.314679,11,0.636228,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90040A,MURANO STYLE GLASS BRACELET RED,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90040B,MURANO STYLE GLASS BRACELET BLACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90040C,MURANO STYLE GLASS BRACELET GOLD,2011-11,2011-12,M2_gbm_poisson,8.876559,3.932967,product,18,1.645000,6.469731,16,0.443073,C,5,2.666667,1,24,Forecast,20260818T075922Z-deb02f
90040D,MURANO STYLE GLASS BRACELET PINK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90041,PEARL AND CHERRY QUARTZ BRACLET,2011-11,2011-12,M2_gbm_poisson,2.631812,0.939820,product,17,1.645000,1.546004,5,0.357100,C,0,0.333333,3,24,Forecast,20260818T075922Z-deb02f
90042A,FRESHWATER PEARL BRACELET GOLD,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90042B,FRESHWATER PEARL BRACELET PINK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90042C,FRESHWATER PEARL BRACELET IVORY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90043,COPPER AND BRASS BAG CHARM,2011-11,2011-12,M2_gbm_poisson,2.924601,1.143900,product,8,1.645000,1.881716,5,0.391130,C,0,0.333333,2,24,Forecast,20260818T075922Z-deb02f
90046,WHITE WITH METAL BAG CHARM,2011-11,2011-12,M2_gbm_poisson,2.033330,1.980902,product,13,1.645000,3.258584,6,0.974216,C,0,0.000000,5,21,Forecast,20260818T075922Z-deb02f
90048,GREEN WITH METAL BAG CHARM,2011-11,2011-12,M2_gbm_poisson,2.033330,2.238133,product,13,1.645000,3.681729,6,1.100723,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
90049,IVORY GOLD METAL BAG CHARM,2011-11,2011-12,M2_gbm_poisson,3.861985,2.487877,product,16,1.645000,4.092558,8,0.644196,C,1,0.666667,1,19,Forecast,20260818T075922Z-deb02f
90050,CRACKED GLAZE NECKLACE IVORY,2011-11,2011-12,M2_gbm_poisson,4.397964,0.803273,product,16,1.645000,1.321384,6,0.182646,C,3,1.000000,1,23,Forecast,20260818T075922Z-deb02f
90051,CRACKED GLAZE NECKLACE RED,2011-11,2011-12,M2_gbm_poisson,3.248093,1.771707,product,17,1.645000,2.914458,7,0.545461,C,0,1.000000,2,18,Forecast,20260818T075922Z-deb02f
90052,CRACKED GLAZE NECKLACE BROWN,2011-11,2011-12,M2_gbm_poisson,3.978728,1.072958,product,10,1.645000,1.765015,6,0.269674,C,1,0.333333,1,24,Forecast,20260818T075922Z-deb02f
90053,CRACKED GLAZE EARRINGS IVORY,2011-11,2011-12,M2_gbm_poisson,4.152979,1.478819,product,18,1.645000,2.432658,7,0.356086,C,0,0.333333,2,23,Forecast,20260818T075922Z-deb02f
90054,CRACKED GLAZE EARRINGS RED,2011-11,2011-12,M2_gbm_poisson,5.361180,1.197941,product,18,1.645000,1.970613,8,0.223447,C,2,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90055,CRACKED GLAZE EARRINGS BROWN,2011-11,2011-12,M2_gbm_poisson,9.179413,0.867914,product,15,1.645000,1.427719,11,0.094550,C,2,0.666667,1,23,Forecast,20260818T075922Z-deb02f
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,2011-11,2011-12,M2_gbm_poisson,2.446845,1.727822,product,15,1.645000,2.842267,6,0.706143,C,0,0.333333,3,24,Forecast,20260818T075922Z-deb02f
90057,DIAMANTE RING ASSORTED IN BOX.,2011-11,2011-12,M2_gbm_poisson,154.388093,10.254329,product,16,1.645000,16.868371,172,0.066419,B,408,160.000000,1,24,Forecast,20260818T075922Z-deb02f
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,2011-11,2011-12,M2_gbm_poisson,73.154835,48.159741,product,15,1.645000,79.222773,153,0.658326,C,180,84.000000,1,24,Forecast,20260818T075922Z-deb02f
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,2011-11,2011-12,M2_gbm_poisson,78.175300,43.321720,product,18,1.645000,71.264230,150,0.554161,C,216,144.000000,1,24,Forecast,20260818T075922Z-deb02f
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,2011-11,2011-12,M2_gbm_poisson,17.377422,8.211899,product,18,1.645000,13.508574,31,0.472561,C,9,5.000000,1,24,Forecast,20260818T075922Z-deb02f
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2011-11,2011-12,M2_gbm_poisson,9.542855,3.123319,product,18,1.645000,5.137860,15,0.327294,C,2,2.666667,1,23,Forecast,20260818T075922Z-deb02f
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,2011-11,2011-12,M2_gbm_poisson,11.467881,3.056009,product,18,1.645000,5.027135,17,0.266484,C,4,3.333333,1,24,Forecast,20260818T075922Z-deb02f
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,2011-11,2011-12,M2_gbm_poisson,12.408136,4.369593,product,18,1.645000,7.187980,20,0.352155,C,3,3.333333,1,24,Forecast,20260818T075922Z-deb02f
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,2011-11,2011-12,M2_gbm_poisson,15.918485,4.056097,product,18,1.645000,6.672280,23,0.254804,C,6,4.333333,1,24,Forecast,20260818T075922Z-deb02f
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,2011-11,2011-12,M2_gbm_poisson,10.629747,5.254483,product,18,1.645000,8.643624,20,0.494319,C,4,3.666667,1,24,Forecast,20260818T075922Z-deb02f
90060B,FIRE POLISHED GLASS NECKL GOLD,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90060C,FIRE POLISHED GLASS NECKL SILVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90060D,FIRE POLISHED GLASS NECKL BRONZE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90060F,FIRE POLISHED GLASS NECKL GREEN,2011-11,2011-12,M2_gbm_poisson,4.188929,1.175405,product,18,1.645000,1.933542,7,0.280598,C,1,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90062,CARNIVAL BRACELET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,2011-11,2011-12,M2_gbm_poisson,4.702724,1.761625,product,17,1.645000,2.897874,8,0.374597,C,2,2.000000,1,18,Forecast,20260818T075922Z-deb02f
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,2011-11,2011-12,M2_gbm_poisson,5.117320,2.506780,product,16,1.645000,4.123653,10,0.489862,C,3,1.666667,1,24,Forecast,20260818T075922Z-deb02f
90064A,WHITE VINTAGE CRYSTAL EARRINGS,2011-11,2011-12,M2_gbm_poisson,4.257757,2.193358,product,18,1.645000,3.608075,8,0.515144,C,1,0.333333,1,23,Forecast,20260818T075922Z-deb02f
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,2011-11,2011-12,M2_gbm_poisson,3.729263,2.340062,product,18,1.645000,3.849402,8,0.627486,C,0,1.333333,2,24,Forecast,20260818T075922Z-deb02f
90065A,WHITE VINTAGE CRYSTAL BRACELET,2011-11,2011-12,M2_gbm_poisson,2.033330,2.599591,product,18,1.645000,4.276327,7,1.278490,C,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,2011-11,2011-12,M2_gbm_poisson,3.978728,1.336416,product,13,1.645000,2.198404,7,0.335890,C,1,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90066A,PINK VINTAGE VICTORIAN CHOKER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90067A,PINK VINTAGE VICTORIAN EARRINGS,2011-11,2011-12,M2_gbm_poisson,9.524476,3.165129,product,18,1.645000,5.206637,15,0.332315,C,6,2.333333,1,24,Forecast,20260818T075922Z-deb02f
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2011-11,2011-12,M2_gbm_poisson,2.043711,1.926342,product,13,1.645000,3.168833,6,0.942571,C,0,0.000000,5,24,Forecast,20260818T075922Z-deb02f
90068,"RUBY GLASS NECKLACE 42""",2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90069,RUBY GLASS CLUSTER NECKLACE,2011-11,2011-12,M2_gbm_poisson,5.142824,1.251833,product,8,1.645000,2.059266,8,0.243414,C,2,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90070,RUBY GLASS CLUSTER BRACELET,2011-11,2011-12,M2_gbm_poisson,6.088912,1.643610,product,18,1.645000,2.703739,9,0.269935,C,4,2.000000,1,24,Forecast,20260818T075922Z-deb02f
90071,RUBY GLASS CLUSTER EARRINGS,2011-11,2011-12,M2_gbm_poisson,13.459806,6.059831,product,18,1.645000,9.968422,24,0.450217,C,5,3.333333,1,24,Forecast,20260818T075922Z-deb02f
90072,RUBY DROP CHANDELIER EARRINGS,2011-11,2011-12,M2_gbm_poisson,9.821642,3.415762,product,18,1.645000,5.618929,16,0.347779,C,3,3.666667,1,24,Forecast,20260818T075922Z-deb02f
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,2011-11,2011-12,M2_gbm_poisson,5.207313,4.450839,product,18,1.645000,7.321631,13,0.854729,C,2,1.333333,1,24,Forecast,20260818T075922Z-deb02f
90074,BLACK DIAMOND CLUSTER NECKLACE,2011-11,2011-12,M2_gbm_poisson,4.066018,1.287490,product,14,1.645000,2.117921,7,0.316646,C,1,1.000000,1,21,Forecast,20260818T075922Z-deb02f
90075,MONTANA DIAMOND CLUSTER NECKLACE,2011-11,2011-12,M2_gbm_poisson,4.991924,2.241914,product,16,1.645000,3.687948,9,0.449108,C,2,0.666667,1,21,Forecast,20260818T075922Z-deb02f
90076,MONTANA DIAMOND CLUSTER EARRINGS,2011-11,2011-12,M2_gbm_poisson,4.978871,1.389789,product,18,1.645000,2.286203,8,0.279137,C,1,0.333333,1,23,Forecast,20260818T075922Z-deb02f
90077,BLACK DIAMOND CLUSTER EARRINGS,2011-11,2011-12,M2_gbm_poisson,2.631812,0.744265,product,12,1.645000,1.224316,4,0.282796,C,0,0.333333,3,24,Forecast,20260818T075922Z-deb02f
90078,PINK/WHITE GLASS DEMI CHOKER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,2011-11,2011-12,M2_gbm_poisson,2.964982,2.522273,product,18,1.645000,4.149139,8,0.850688,C,0,0.333333,2,24,Forecast,20260818T075922Z-deb02f
90081A,LILY BROOCH AMETHYST COLOUR,2011-11,2011-12,M2_gbm_poisson,4.223935,2.173492,product,18,1.645000,3.575394,8,0.514566,C,2,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90081B,LILY BROOCH WHITE/SILVER COLOUR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90081C,LILY BROOCH OLIVE COLOUR,2011-11,2011-12,M2_gbm_poisson,5.235184,3.452753,product,18,1.645000,5.679779,11,0.659528,C,3,1.333333,1,24,Forecast,20260818T075922Z-deb02f
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,2011-11,2011-12,M2_gbm_poisson,4.668147,3.652237,product,18,1.645000,6.007930,11,0.782374,C,2,1.333333,1,24,Forecast,20260818T075922Z-deb02f
90082B,DIAMANTE BOW BROOCH RED COLOUR,2011-11,2011-12,M2_gbm_poisson,3.978728,5.419274,product,18,1.645000,8.914705,13,1.362062,C,1,0.333333,1,24,Forecast,20260818T075922Z-deb02f
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,2011-11,2011-12,M2_gbm_poisson,4.652584,5.865759,product,13,1.645000,9.649173,15,1.260753,C,1,0.333333,1,24,Forecast,20260818T075922Z-deb02f
90083,CRYSTAL CZECH CROSS PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,11.762000,4.250392,product,18,1.645000,6.991895,19,0.361366,C,8,2.666667,1,24,Forecast,20260818T075922Z-deb02f
90084,PINK CRYSTAL GUITAR PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90085,CRYSTAL STILETTO PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,3.261337,5.908458,product,18,1.645000,9.719413,13,1.811667,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
90086,CRYSTAL FROG PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,13.338308,6.056421,product,18,1.645000,9.962813,24,0.454062,C,7,6.000000,1,21,Forecast,20260818T075922Z-deb02f
90087,CRYSTAL SEA HORSE PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,15.014812,15.332679,product,18,1.645000,25.222256,41,1.021170,C,5,7.666667,1,24,Forecast,20260818T075922Z-deb02f
90088,CRYSTAL KEY+LOCK PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90089,PINK CRYSTAL SKULL PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,5.393995,6.846795,product,18,1.645000,11.262978,17,1.269337,C,2,1.000000,1,24,Forecast,20260818T075922Z-deb02f
90090,PINK CRYSTAL HEART PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90091,CRYSTAL DRAGONFLY PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90092,BLUE CRYSTAL BOOT PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90093,CLEAR CRYSTAL STAR PHONE CHARM,2011-11,2011-12,M2_gbm_poisson,5.363588,8.439404,product,18,1.645000,13.882820,20,1.573462,C,1,0.666667,1,24,Forecast,20260818T075922Z-deb02f
90094,NECKLACE+BRACELET SET FRUIT SALAD,2011-11,2011-12,M2_gbm_poisson,7.515419,3.639042,product,17,1.645000,5.986224,14,0.484210,C,5,1.666667,1,18,Forecast,20260818T075922Z-deb02f
90095,NECKLACE+BRACELET SET PINK BLOSSOM,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,2011-11,2011-12,M2_gbm_poisson,7.775992,7.830278,product,18,1.645000,12.880807,21,1.006981,C,5,2.000000,1,23,Forecast,20260818T075922Z-deb02f
90098,NECKLACE+BRACELET PINK BUTTERFLY,2011-11,2011-12,M2_gbm_poisson,12.986491,4.755736,product,18,1.645000,7.823186,21,0.366206,C,3,5.333333,1,24,Forecast,20260818T075922Z-deb02f
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,2011-11,2011-12,M2_gbm_poisson,15.860926,3.153638,product,14,1.645000,5.187735,22,0.198831,C,12,4.333333,1,24,Forecast,20260818T075922Z-deb02f
90100,NECKLACE+BRACELET SET PINK DAISY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90101,WHITE FRANGIPANI NECKLACE,2011-11,2011-12,M2_gbm_poisson,12.345752,3.534815,product,18,1.645000,5.814771,19,0.286318,C,5,4.666667,1,24,Forecast,20260818T075922Z-deb02f
90102,WHITE FRANGIPANI HAIR CLIP,2011-11,2011-12,M2_gbm_poisson,2.074774,4.724305,product,17,1.645000,7.771482,10,2.277021,C,0,0.000000,6,23,Forecast,20260818T075922Z-deb02f
90103,PURPLE FRANGIPANI NECKLACE,2011-11,2011-12,M2_gbm_poisson,10.504943,4.167737,product,18,1.645000,6.855927,18,0.396741,C,5,1.666667,1,24,Forecast,20260818T075922Z-deb02f
90104,PURPLE FRANGIPANI HAIRCLIP,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90108,BLUE BLOSSOM HAIR CLIP,2011-11,2011-12,M2_gbm_poisson,11.659477,8.331397,product,18,1.645000,13.705147,26,0.714560,C,2,5.000000,1,23,Forecast,20260818T075922Z-deb02f
90111,BLUE HIBISCUS  HAIR CLIP,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90112,PINK DOLLY HAIR CLIPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90114,SUMMER DAISIES BAG CHARM,2011-11,2011-12,M2_gbm_poisson,45.363113,11.137958,product,18,1.645000,18.321942,64,0.245529,C,54,20.000000,1,22,Forecast,20260818T075922Z-deb02f
90115,SUMMER BUTTERFLIES BAG CHARM,2011-11,2011-12,M2_gbm_poisson,2.141533,6.682523,product,18,1.645000,10.992750,14,3.120438,C,0,0.000000,6,24,Forecast,20260818T075922Z-deb02f
90116,FRUIT SALAD BAG CHARM,2011-11,2011-12,M2_gbm_poisson,11.732395,8.446002,product,18,1.645000,13.893673,26,0.719887,C,6,3.000000,1,22,Forecast,20260818T075922Z-deb02f
90118,PINK DAISY BAG CHARM,2011-11,2011-12,M2_gbm_poisson,16.048575,6.746720,product,17,1.645000,11.098354,28,0.420394,C,7,4.333333,1,18,Forecast,20260818T075922Z-deb02f
90119,METALIC LEAVES BAG CHARMS,2011-11,2011-12,M2_gbm_poisson,33.533799,6.130106,product,17,1.645000,10.084025,44,0.182804,C,26,15.666667,1,18,Forecast,20260818T075922Z-deb02f
90120A,PINK MURANO TWIST BRACELET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90120B,BLUE MURANO TWIST BRACELET,2011-11,2011-12,M2_gbm_poisson,13.768173,5.062782,product,18,1.645000,8.328277,23,0.367716,C,12,5.000000,1,24,Forecast,20260818T075922Z-deb02f
90120C,GREEN MURANO TWIST BRACELET,2011-11,2011-12,M2_gbm_poisson,13.768173,4.926532,product,18,1.645000,8.104144,22,0.357820,C,11,5.666667,1,24,Forecast,20260818T075922Z-deb02f
90120D,WHITE MURANO TWIST BRACELET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90121B,VINTAGE ROSE BEAD BRACELET BLUE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260818T075922Z-deb02f
90122A,PINK CRYSTAL+GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,4.223935,7.704850,product,18,1.645000,12.674478,17,1.824093,C,2,1.000000,1,23,Forecast,20260818T075922Z-deb02f
90122B,JADE CRYSTAL+GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,2.446845,1.696762,product,18,1.645000,2.791173,6,0.693449,C,0,0.333333,3,24,Forecast,20260818T075922Z-deb02f
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,7.243050,6.138854,product,18,1.645000,10.098414,18,0.847551,C,1,2.666667,1,24,Forecast,20260818T075922Z-deb02f
90123A,PINK HEART OF GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,2.964982,2.654744,product,18,1.645000,4.367053,8,0.895366,C,0,0.333333,2,24,Forecast,20260818T075922Z-deb02f
90123B,TURQUOISE HEART OF GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,2.430712,1.727674,product,18,1.645000,2.842023,6,0.710769,C,0,0.000000,4,23,Forecast,20260818T075922Z-deb02f
90123C,GREEN HEART OF GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,2.430712,1.643462,product,18,1.645000,2.703495,6,0.676124,C,0,0.000000,4,24,Forecast,20260818T075922Z-deb02f
90123D,WHITE HEART OF GLASS BRACELET,2011-11,2011-12,M2_gbm_poisson,3.978728,1.782530,product,18,1.645000,2.932262,7,0.448015,C,1,0.666667,1,24,Forecast,20260818T075922Z-deb02f
